city,month_year,date,Series,Permits
Lovejoy,Oct 2023,2023-10-01,Multi-Family,0.0
Lovejoy,Oct 2023,2023-10-01,Single-Family,17.0
Lovejoy,Nov 2023,2023-11-01,Multi-Family,0.0
Lovejoy,Nov 2023,2023-11-01,Single-Family,21.0
Lovejoy,Dec 2023,2023-12-01,Multi-Family,0.0
Lovejoy,Dec 2023,2023-12-01,Single-Family,20.0
Lovejoy,Jan 2024,2024-01-01,Multi-Family,0.0
Lovejoy,Jan 2024,2024-01-01,Single-Family,28.0
Lovejoy,Feb 2024,2024-02-01,Multi-Family,19.0
Lovejoy,Feb 2024,2024-02-01,Single-Family,14.0
Lovejoy,Mar 2024,2024-03-01,Multi-Family,0.0
Lovejoy,Mar 2024,2024-03-01,Single-Family,47.0
Lovejoy,Apr 2024,2024-04-01,Multi-Family,0.0
Lovejoy,Apr 2024,2024-04-01,Single-Family,42.0
Lovejoy,May 2024,2024-05-01,Multi-Family,0.0
Lovejoy,May 2024,2024-05-01,Single-Family,3.0
Lovejoy,Jun 2024,2024-06-01,Multi-Family,0.0
Lovejoy,Jun 2024,2024-06-01,Single-Family,19.0
Lovejoy,Jul 2024,2024-07-01,Multi-Family,0.0
Lovejoy,Jul 2024,2024-07-01,Single-Family,2.0
Lovejoy,Aug 2024,2024-08-01,Multi-Family,0.0
Lovejoy,Aug 2024,2024-08-01,Single-Family,14.0
Lovejoy,Sep 2024,2024-09-01,Multi-Family,0.0
Lovejoy,Sep 2024,2024-09-01,Single-Family,13.0
Marietta,Apr 2023,2023-04-01,Multi-Family,0.0
Marietta,Apr 2023,2023-04-01,Single-Family,1.0
Marietta,May 2023,2023-05-01,Multi-Family,0.0
Marietta,May 2023,2023-05-01,Single-Family,2.0
Marietta,Jun 2023,2023-06-01,Multi-Family,0.0
Marietta,Jun 2023,2023-06-01,Single-Family,0.0
Marietta,Jul 2023,2023-07-01,Multi-Family,0.0
Marietta,Jul 2023,2023-07-01,Single-Family,1.0
Marietta,Aug 2023,2023-08-01,Multi-Family,0.0
Marietta,Aug 2023,2023-08-01,Single-Family,8.0
Marietta,Sep 2023,2023-09-01,Multi-Family,0.0
Marietta,Sep 2023,2023-09-01,Single-Family,3.0
Marietta,Oct 2023,2023-10-01,Multi-Family,0.0
Marietta,Oct 2023,2023-10-01,Single-Family,0.0
Marietta,Nov 2023,2023-11-01,Multi-Family,0.0
Marietta,Nov 2023,2023-11-01,Single-Family,0.0
Marietta,Dec 2023,2023-12-01,Multi-Family,0.0
Marietta,Dec 2023,2023-12-01,Single-Family,3.0
Marietta,Jan 2024,2024-01-01,Multi-Family,0.0
Marietta,Jan 2024,2024-01-01,Single-Family,7.0
Marietta,Feb 2024,2024-02-01,Multi-Family,0.0
Marietta,Feb 2024,2024-02-01,Single-Family,8.0
Marietta,Mar 2024,2024-03-01,Multi-Family,0.0
Marietta,Mar 2024,2024-03-01,Single-Family,0.0
Marietta,Apr 2024,2024-04-01,Multi-Family,0.0
Marietta,Apr 2024,2024-04-01,Single-Family,17.0
Marietta,May 2024,2024-05-01,Multi-Family,0.0
Marietta,May 2024,2024-05-01,Single-Family,8.0
Marietta,Jun 2024,2024-06-01,Multi-Family,0.0
Marietta,Jun 2024,2024-06-01,Single-Family,1.0
Marietta,Jul 2024,2024-07-01,Multi-Family,0.0
Marietta,Jul 2024,2024-07-01,Single-Family,3.0
Marietta,Aug 2024,2024-08-01,Multi-Family,0.0
Marietta,Aug 2024,2024-08-01,Single-Family,0.0
Marietta,Sep 2024,2024-09-01,Multi-Family,0.0
Marietta,Sep 2024,2024-09-01,Single-Family,1.0
McDonough,Apr 2023,2023-04-01,Multi-Family,0.0
McDonough,Apr 2023,2023-04-01,Single-Family,7.0
McDonough,May 2023,2023-05-01,Multi-Family,294.0
McDonough,May 2023,2023-05-01,Single-Family,5.0
McDonough,Jun 2023,2023-06-01,Multi-Family,0.0
McDonough,Jun 2023,2023-06-01,Single-Family,13.0
McDonough,Jul 2023,2023-07-01,Multi-Family,84.0
McDonough,Jul 2023,2023-07-01,Single-Family,12.0
McDonough,Aug 2023,2023-08-01,Multi-Family,0.0
McDonough,Aug 2023,2023-08-01,Single-Family,7.0
McDonough,Sep 2023,2023-09-01,Multi-Family,0.0
McDonough,Sep 2023,2023-09-01,Single-Family,16.0
McDonough,Oct 2023,2023-10-01,Multi-Family,0.0
McDonough,Oct 2023,2023-10-01,Single-Family,4.0
McDonough,Nov 2023,2023-11-01,Multi-Family,0.0
McDonough,Nov 2023,2023-11-01,Single-Family,23.0
McDonough,Dec 2023,2023-12-01,Multi-Family,0.0
McDonough,Dec 2023,2023-12-01,Single-Family,14.0
McDonough,Jan 2024,2024-01-01,Multi-Family,0.0
McDonough,Jan 2024,2024-01-01,Single-Family,14.0
McDonough,Feb 2024,2024-02-01,Multi-Family,0.0
McDonough,Feb 2024,2024-02-01,Single-Family,14.0
McDonough,Mar 2024,2024-03-01,Multi-Family,0.0
McDonough,Mar 2024,2024-03-01,Single-Family,24.0
McDonough,Apr 2024,2024-04-01,Multi-Family,0.0
McDonough,Apr 2024,2024-04-01,Single-Family,40.0
McDonough,May 2024,2024-05-01,Multi-Family,0.0
McDonough,May 2024,2024-05-01,Single-Family,14.0
McDonough,Jun 2024,2024-06-01,Multi-Family,0.0
McDonough,Jun 2024,2024-06-01,Single-Family,14.0
McDonough,Jul 2024,2024-07-01,Multi-Family,0.0
McDonough,Jul 2024,2024-07-01,Single-Family,15.0
McDonough,Aug 2024,2024-08-01,Multi-Family,0.0
McDonough,Aug 2024,2024-08-01,Single-Family,10.0
McDonough,Sep 2024,2024-09-01,Multi-Family,22.0
McDonough,Sep 2024,2024-09-01,Single-Family,12.0
Milton,Apr 2023,2023-04-01,Multi-Family,0.0
Milton,Apr 2023,2023-04-01,Single-Family,8.0
Milton,May 2023,2023-05-01,Multi-Family,0.0
Milton,May 2023,2023-05-01,Single-Family,7.0
Milton,Jun 2023,2023-06-01,Multi-Family,0.0
Milton,Jun 2023,2023-06-01,Single-Family,9.0
Milton,Jul 2023,2023-07-01,Multi-Family,0.0
Milton,Jul 2023,2023-07-01,Single-Family,8.0
Milton,Aug 2023,2023-08-01,Multi-Family,0.0
Milton,Aug 2023,2023-08-01,Single-Family,11.0
Milton,Sep 2023,2023-09-01,Multi-Family,0.0
Milton,Sep 2023,2023-09-01,Single-Family,8.0
Milton,Oct 2023,2023-10-01,Multi-Family,0.0
Milton,Oct 2023,2023-10-01,Single-Family,9.0
Milton,Nov 2023,2023-11-01,Multi-Family,0.0
Milton,Nov 2023,2023-11-01,Single-Family,12.0
Milton,Dec 2023,2023-12-01,Multi-Family,0.0
Milton,Dec 2023,2023-12-01,Single-Family,7.0
Milton,Jan 2024,2024-01-01,Multi-Family,0.0
Milton,Jan 2024,2024-01-01,Single-Family,8.0
Milton,Feb 2024,2024-02-01,Multi-Family,0.0
Milton,Feb 2024,2024-02-01,Single-Family,8.0
Milton,Mar 2024,2024-03-01,Multi-Family,0.0
Milton,Mar 2024,2024-03-01,Single-Family,8.0
Milton,Apr 2024,2024-04-01,Multi-Family,0.0
Milton,Apr 2024,2024-04-01,Single-Family,12.0
Milton,May 2024,2024-05-01,Multi-Family,0.0
Milton,May 2024,2024-05-01,Single-Family,6.0
Milton,Jun 2024,2024-06-01,Multi-Family,0.0
Milton,Jun 2024,2024-06-01,Single-Family,14.0
Milton,Jul 2024,2024-07-01,Multi-Family,0.0
Milton,Jul 2024,2024-07-01,Single-Family,6.0
Milton,Aug 2024,2024-08-01,Multi-Family,0.0
Milton,Aug 2024,2024-08-01,Single-Family,5.0
Milton,Sep 2024,2024-09-01,Multi-Family,0.0
Milton,Sep 2024,2024-09-01,Single-Family,4.0
Morrow,Apr 2023,2023-04-01,Multi-Family,0.0
Morrow,Apr 2023,2023-04-01,Single-Family,0.0
Morrow,May 2023,2023-05-01,Multi-Family,0.0
Morrow,May 2023,2023-05-01,Single-Family,0.0
Morrow,Jun 2023,2023-06-01,Multi-Family,0.0
Morrow,Jun 2023,2023-06-01,Single-Family,0.0
Morrow,Jul 2023,2023-07-01,Multi-Family,0.0
Morrow,Jul 2023,2023-07-01,Single-Family,0.0
Morrow,Aug 2023,2023-08-01,Multi-Family,0.0
Morrow,Aug 2023,2023-08-01,Single-Family,0.0
Morrow,Sep 2023,2023-09-01,Multi-Family,0.0
Morrow,Sep 2023,2023-09-01,Single-Family,0.0
Morrow,Oct 2023,2023-10-01,Multi-Family,0.0
Morrow,Oct 2023,2023-10-01,Single-Family,0.0
Morrow,Nov 2023,2023-11-01,Multi-Family,0.0
Morrow,Nov 2023,2023-11-01,Single-Family,0.0
Morrow,Dec 2023,2023-12-01,Multi-Family,0.0
Morrow,Dec 2023,2023-12-01,Single-Family,0.0
Morrow,Jan 2024,2024-01-01,Multi-Family,0.0
Morrow,Jan 2024,2024-01-01,Single-Family,0.0
Morrow,Feb 2024,2024-02-01,Multi-Family,0.0
Morrow,Feb 2024,2024-02-01,Single-Family,0.0
Morrow,Mar 2024,2024-03-01,Multi-Family,0.0
Morrow,Mar 2024,2024-03-01,Single-Family,0.0
Morrow,Apr 2024,2024-04-01,Multi-Family,0.0
Morrow,Apr 2024,2024-04-01,Single-Family,0.0
Morrow,May 2024,2024-05-01,Multi-Family,0.0
Morrow,May 2024,2024-05-01,Single-Family,0.0
Morrow,Jun 2024,2024-06-01,Multi-Family,0.0
Morrow,Jun 2024,2024-06-01,Single-Family,0.0
Morrow,Jul 2024,2024-07-01,Multi-Family,0.0
Morrow,Jul 2024,2024-07-01,Single-Family,0.0
Morrow,Aug 2024,2024-08-01,Multi-Family,0.0
Morrow,Aug 2024,2024-08-01,Single-Family,0.0
Morrow,Sep 2024,2024-09-01,Multi-Family,0.0
Morrow,Sep 2024,2024-09-01,Single-Family,0.0
Mountain Park,Apr 2023,2023-04-01,Multi-Family,0.0
Mountain Park,Apr 2023,2023-04-01,Single-Family,0.0
Mountain Park,May 2023,2023-05-01,Multi-Family,0.0
Mountain Park,May 2023,2023-05-01,Single-Family,0.0
Mountain Park,Jun 2023,2023-06-01,Multi-Family,0.0
Mountain Park,Jun 2023,2023-06-01,Single-Family,0.0
Mountain Park,Jul 2023,2023-07-01,Multi-Family,0.0
Mountain Park,Jul 2023,2023-07-01,Single-Family,0.0
Mountain Park,Aug 2023,2023-08-01,Multi-Family,0.0
Mountain Park,Aug 2023,2023-08-01,Single-Family,1.0
Mountain Park,Sep 2023,2023-09-01,Multi-Family,0.0
Mountain Park,Sep 2023,2023-09-01,Single-Family,0.0
Mountain Park,Oct 2023,2023-10-01,Multi-Family,0.0
Mountain Park,Oct 2023,2023-10-01,Single-Family,0.0
Mountain Park,Nov 2023,2023-11-01,Multi-Family,0.0
Mountain Park,Nov 2023,2023-11-01,Single-Family,0.0
Mountain Park,Dec 2023,2023-12-01,Multi-Family,0.0
Mountain Park,Dec 2023,2023-12-01,Single-Family,0.0
Mountain Park,Jan 2024,2024-01-01,Multi-Family,0.0
Mountain Park,Jan 2024,2024-01-01,Single-Family,0.0
Mountain Park,Feb 2024,2024-02-01,Multi-Family,0.0
Mountain Park,Feb 2024,2024-02-01,Single-Family,0.0
Mountain Park,Mar 2024,2024-03-01,Multi-Family,0.0
Mountain Park,Mar 2024,2024-03-01,Single-Family,0.0
Mountain Park,Apr 2024,2024-04-01,Multi-Family,0.0
Mountain Park,Apr 2024,2024-04-01,Single-Family,0.0
Mountain Park,May 2024,2024-05-01,Multi-Family,0.0
Mountain Park,May 2024,2024-05-01,Single-Family,0.0
Mountain Park,Jun 2024,2024-06-01,Multi-Family,0.0
Mountain Park,Jun 2024,2024-06-01,Single-Family,0.0
Mountain Park,Jul 2024,2024-07-01,Multi-Family,0.0
Mountain Park,Jul 2024,2024-07-01,Single-Family,0.0
Mountain Park,Aug 2024,2024-08-01,Multi-Family,0.0
Mountain Park,Aug 2024,2024-08-01,Single-Family,0.0
Mountain Park,Sep 2024,2024-09-01,Multi-Family,0.0
Mountain Park,Sep 2024,2024-09-01,Single-Family,0.0
Mountain View,Apr 2023,2023-04-01,Multi-Family,0.0
Mountain View,Apr 2023,2023-04-01,Single-Family,0.0
Mountain View,May 2023,2023-05-01,Multi-Family,0.0
Mountain View,May 2023,2023-05-01,Single-Family,0.0
Mountain View,Jun 2023,2023-06-01,Multi-Family,0.0
Mountain View,Jun 2023,2023-06-01,Single-Family,0.0
Mountain View,Jul 2023,2023-07-01,Multi-Family,0.0
Mountain View,Jul 2023,2023-07-01,Single-Family,0.0
Mountain View,Aug 2023,2023-08-01,Multi-Family,0.0
Mountain View,Aug 2023,2023-08-01,Single-Family,0.0
Mountain View,Sep 2023,2023-09-01,Multi-Family,0.0
Mountain View,Sep 2023,2023-09-01,Single-Family,0.0
Mountain View,Oct 2023,2023-10-01,Multi-Family,0.0
Mountain View,Oct 2023,2023-10-01,Single-Family,0.0
Mountain View,Nov 2023,2023-11-01,Multi-Family,0.0
Mountain View,Nov 2023,2023-11-01,Single-Family,0.0
Mountain View,Dec 2023,2023-12-01,Multi-Family,0.0
Mountain View,Dec 2023,2023-12-01,Single-Family,0.0
Mountain View,Jan 2024,2024-01-01,Multi-Family,0.0
Mountain View,Jan 2024,2024-01-01,Single-Family,0.0
Mountain View,Feb 2024,2024-02-01,Multi-Family,0.0
Mountain View,Feb 2024,2024-02-01,Single-Family,0.0
Mountain View,Mar 2024,2024-03-01,Multi-Family,0.0
Mountain View,Mar 2024,2024-03-01,Single-Family,0.0
Mountain View,Apr 2024,2024-04-01,Multi-Family,0.0
Mountain View,Apr 2024,2024-04-01,Single-Family,0.0
Mountain View,May 2024,2024-05-01,Multi-Family,0.0
Mountain View,May 2024,2024-05-01,Single-Family,0.0
Mountain View,Jun 2024,2024-06-01,Multi-Family,0.0
Mountain View,Jun 2024,2024-06-01,Single-Family,0.0
Mountain View,Jul 2024,2024-07-01,Multi-Family,0.0
Mountain View,Jul 2024,2024-07-01,Single-Family,0.0
Mountain View,Aug 2024,2024-08-01,Multi-Family,0.0
Mountain View,Aug 2024,2024-08-01,Single-Family,0.0
Mountain View,Sep 2024,2024-09-01,Multi-Family,0.0
Mountain View,Sep 2024,2024-09-01,Single-Family,0.0
Nelson,Apr 2023,2023-04-01,Multi-Family,0.0
Nelson,Apr 2023,2023-04-01,Single-Family,0.0
Nelson,May 2023,2023-05-01,Multi-Family,0.0
Nelson,May 2023,2023-05-01,Single-Family,0.0
Nelson,Jun 2023,2023-06-01,Multi-Family,0.0
Nelson,Jun 2023,2023-06-01,Single-Family,0.0
Nelson,Jul 2023,2023-07-01,Multi-Family,0.0
Nelson,Jul 2023,2023-07-01,Single-Family,0.0
Nelson,Aug 2023,2023-08-01,Multi-Family,0.0
Nelson,Aug 2023,2023-08-01,Single-Family,0.0
Nelson,Sep 2023,2023-09-01,Multi-Family,0.0
Nelson,Sep 2023,2023-09-01,Single-Family,0.0
Nelson,Oct 2023,2023-10-01,Multi-Family,0.0
Nelson,Oct 2023,2023-10-01,Single-Family,0.0
Nelson,Nov 2023,2023-11-01,Multi-Family,0.0
Nelson,Nov 2023,2023-11-01,Single-Family,0.0
Nelson,Dec 2023,2023-12-01,Multi-Family,0.0
Nelson,Dec 2023,2023-12-01,Single-Family,0.0
Nelson,Jan 2024,2024-01-01,Multi-Family,0.0
Nelson,Jan 2024,2024-01-01,Single-Family,0.0
Nelson,Feb 2024,2024-02-01,Multi-Family,0.0
Nelson,Feb 2024,2024-02-01,Single-Family,0.0
Nelson,Mar 2024,2024-03-01,Multi-Family,0.0
Nelson,Mar 2024,2024-03-01,Single-Family,0.0
Nelson,Apr 2024,2024-04-01,Multi-Family,0.0
Nelson,Apr 2024,2024-04-01,Single-Family,0.0
Nelson,May 2024,2024-05-01,Multi-Family,0.0
Nelson,May 2024,2024-05-01,Single-Family,0.0
Nelson,Jun 2024,2024-06-01,Multi-Family,0.0
Nelson,Jun 2024,2024-06-01,Single-Family,0.0
Nelson,Jul 2024,2024-07-01,Multi-Family,0.0
Nelson,Jul 2024,2024-07-01,Single-Family,0.0
Nelson,Aug 2024,2024-08-01,Multi-Family,0.0
Nelson,Aug 2024,2024-08-01,Single-Family,0.0
Nelson,Sep 2024,2024-09-01,Multi-Family,0.0
Nelson,Sep 2024,2024-09-01,Single-Family,0.0
Norcross,Apr 2023,2023-04-01,Multi-Family,0.0
Norcross,Apr 2023,2023-04-01,Single-Family,0.0
Norcross,May 2023,2023-05-01,Multi-Family,0.0
Norcross,May 2023,2023-05-01,Single-Family,0.0
Norcross,Jun 2023,2023-06-01,Multi-Family,0.0
Norcross,Jun 2023,2023-06-01,Single-Family,1.0
Norcross,Jul 2023,2023-07-01,Multi-Family,0.0
Norcross,Jul 2023,2023-07-01,Single-Family,0.0
Norcross,Aug 2023,2023-08-01,Multi-Family,0.0
Norcross,Aug 2023,2023-08-01,Single-Family,3.0
Norcross,Sep 2023,2023-09-01,Multi-Family,0.0
Norcross,Sep 2023,2023-09-01,Single-Family,0.0
Norcross,Oct 2023,2023-10-01,Multi-Family,0.0
Norcross,Oct 2023,2023-10-01,Single-Family,0.0
Norcross,Nov 2023,2023-11-01,Multi-Family,0.0
Norcross,Nov 2023,2023-11-01,Single-Family,0.0
Norcross,Dec 2023,2023-12-01,Multi-Family,0.0
Norcross,Dec 2023,2023-12-01,Single-Family,0.0
Norcross,Jan 2024,2024-01-01,Multi-Family,0.0
Norcross,Jan 2024,2024-01-01,Single-Family,0.0
Norcross,Feb 2024,2024-02-01,Multi-Family,0.0
Norcross,Feb 2024,2024-02-01,Single-Family,0.0
Norcross,Mar 2024,2024-03-01,Multi-Family,70.0
Norcross,Mar 2024,2024-03-01,Single-Family,2.0
Norcross,Apr 2024,2024-04-01,Multi-Family,0.0
Norcross,Apr 2024,2024-04-01,Single-Family,0.0
Norcross,May 2024,2024-05-01,Multi-Family,0.0
Norcross,May 2024,2024-05-01,Single-Family,1.0
Norcross,Jun 2024,2024-06-01,Multi-Family,0.0
Norcross,Jun 2024,2024-06-01,Single-Family,0.0
Norcross,Jul 2024,2024-07-01,Multi-Family,0.0
Norcross,Jul 2024,2024-07-01,Single-Family,1.0
Norcross,Aug 2024,2024-08-01,Multi-Family,0.0
Norcross,Aug 2024,2024-08-01,Single-Family,0.0
Norcross,Sep 2024,2024-09-01,Multi-Family,0.0
Norcross,Sep 2024,2024-09-01,Single-Family,0.0
Palmetto,Apr 2023,2023-04-01,Multi-Family,0.0
Palmetto,Apr 2023,2023-04-01,Single-Family,0.0
Palmetto,May 2023,2023-05-01,Multi-Family,0.0
Palmetto,May 2023,2023-05-01,Single-Family,0.0
Palmetto,Jun 2023,2023-06-01,Multi-Family,0.0
Palmetto,Jun 2023,2023-06-01,Single-Family,1.0
Palmetto,Jul 2023,2023-07-01,Multi-Family,0.0
Palmetto,Jul 2023,2023-07-01,Single-Family,9.0
Palmetto,Aug 2023,2023-08-01,Multi-Family,0.0
Palmetto,Aug 2023,2023-08-01,Single-Family,1.0
Palmetto,Sep 2023,2023-09-01,Multi-Family,0.0
Palmetto,Sep 2023,2023-09-01,Single-Family,1.0
Palmetto,Oct 2023,2023-10-01,Multi-Family,0.0
Palmetto,Oct 2023,2023-10-01,Single-Family,1.0
Palmetto,Nov 2023,2023-11-01,Multi-Family,0.0
Palmetto,Nov 2023,2023-11-01,Single-Family,1.0
Palmetto,Dec 2023,2023-12-01,Multi-Family,0.0
Palmetto,Dec 2023,2023-12-01,Single-Family,1.0
Palmetto,Jan 2024,2024-01-01,Multi-Family,0.0
Palmetto,Jan 2024,2024-01-01,Single-Family,1.0
Palmetto,Feb 2024,2024-02-01,Multi-Family,0.0
Palmetto,Feb 2024,2024-02-01,Single-Family,0.0
Palmetto,Mar 2024,2024-03-01,Multi-Family,0.0
Palmetto,Mar 2024,2024-03-01,Single-Family,0.0
Palmetto,Apr 2024,2024-04-01,Multi-Family,0.0
Palmetto,Apr 2024,2024-04-01,Single-Family,15.0
Palmetto,May 2024,2024-05-01,Multi-Family,0.0
Palmetto,May 2024,2024-05-01,Single-Family,0.0
Palmetto,Jun 2024,2024-06-01,Multi-Family,0.0
Palmetto,Jun 2024,2024-06-01,Single-Family,0.0
Palmetto,Jul 2024,2024-07-01,Multi-Family,0.0
Palmetto,Jul 2024,2024-07-01,Single-Family,8.0
Palmetto,Aug 2024,2024-08-01,Multi-Family,0.0
Palmetto,Aug 2024,2024-08-01,Single-Family,8.0
Palmetto,Sep 2024,2024-09-01,Multi-Family,0.0
Palmetto,Sep 2024,2024-09-01,Single-Family,7.0
Peachtree City,Apr 2023,2023-04-01,Multi-Family,0.0
Peachtree City,Apr 2023,2023-04-01,Single-Family,7.0
Peachtree City,May 2023,2023-05-01,Multi-Family,0.0
Peachtree City,May 2023,2023-05-01,Single-Family,7.0
Peachtree City,Jun 2023,2023-06-01,Multi-Family,0.0
Peachtree City,Jun 2023,2023-06-01,Single-Family,9.0
Peachtree City,Jul 2023,2023-07-01,Multi-Family,0.0
Peachtree City,Jul 2023,2023-07-01,Single-Family,11.0
Peachtree City,Aug 2023,2023-08-01,Multi-Family,0.0
Peachtree City,Aug 2023,2023-08-01,Single-Family,18.0
Peachtree City,Sep 2023,2023-09-01,Multi-Family,0.0
Peachtree City,Sep 2023,2023-09-01,Single-Family,20.0
Peachtree City,Oct 2023,2023-10-01,Multi-Family,0.0
Peachtree City,Oct 2023,2023-10-01,Single-Family,5.0
Peachtree City,Nov 2023,2023-11-01,Multi-Family,0.0
Peachtree City,Nov 2023,2023-11-01,Single-Family,7.0
Peachtree City,Dec 2023,2023-12-01,Multi-Family,0.0
Peachtree City,Dec 2023,2023-12-01,Single-Family,1.0
Peachtree City,Jan 2024,2024-01-01,Multi-Family,0.0
Peachtree City,Jan 2024,2024-01-01,Single-Family,24.0
Peachtree City,Feb 2024,2024-02-01,Multi-Family,0.0
Peachtree City,Feb 2024,2024-02-01,Single-Family,24.0
Peachtree City,Mar 2024,2024-03-01,Multi-Family,0.0
Peachtree City,Mar 2024,2024-03-01,Single-Family,25.0
Peachtree City,Apr 2024,2024-04-01,Multi-Family,0.0
Peachtree City,Apr 2024,2024-04-01,Single-Family,11.0
Peachtree City,May 2024,2024-05-01,Multi-Family,0.0
Peachtree City,May 2024,2024-05-01,Single-Family,12.0
Peachtree City,Jun 2024,2024-06-01,Multi-Family,0.0
Peachtree City,Jun 2024,2024-06-01,Single-Family,10.0
Peachtree City,Jul 2024,2024-07-01,Multi-Family,0.0
Peachtree City,Jul 2024,2024-07-01,Single-Family,10.0
Peachtree City,Aug 2024,2024-08-01,Multi-Family,0.0
Peachtree City,Aug 2024,2024-08-01,Single-Family,11.0
Peachtree City,Sep 2024,2024-09-01,Multi-Family,0.0
Peachtree City,Sep 2024,2024-09-01,Single-Family,9.0
Peachtree Corners,Apr 2023,2023-04-01,Multi-Family,0.0
Peachtree Corners,Apr 2023,2023-04-01,Single-Family,4.0
Peachtree Corners,May 2023,2023-05-01,Multi-Family,0.0
Peachtree Corners,May 2023,2023-05-01,Single-Family,33.0
Peachtree Corners,Jun 2023,2023-06-01,Multi-Family,0.0
Peachtree Corners,Jun 2023,2023-06-01,Single-Family,14.0
Peachtree Corners,Jul 2023,2023-07-01,Multi-Family,0.0
Peachtree Corners,Jul 2023,2023-07-01,Single-Family,1.0
Peachtree Corners,Aug 2023,2023-08-01,Multi-Family,0.0
Peachtree Corners,Aug 2023,2023-08-01,Single-Family,2.0
Peachtree Corners,Sep 2023,2023-09-01,Multi-Family,0.0
Peachtree Corners,Sep 2023,2023-09-01,Single-Family,7.0
Peachtree Corners,Oct 2023,2023-10-01,Multi-Family,12.0
Peachtree Corners,Oct 2023,2023-10-01,Single-Family,11.0
Peachtree Corners,Nov 2023,2023-11-01,Multi-Family,0.0
Peachtree Corners,Nov 2023,2023-11-01,Single-Family,23.0
Peachtree Corners,Dec 2023,2023-12-01,Multi-Family,0.0
Peachtree Corners,Dec 2023,2023-12-01,Single-Family,16.0
Peachtree Corners,Jan 2024,2024-01-01,Multi-Family,0.0
Peachtree Corners,Jan 2024,2024-01-01,Single-Family,2.0
Peachtree Corners,Feb 2024,2024-02-01,Multi-Family,0.0
Peachtree Corners,Feb 2024,2024-02-01,Single-Family,0.0
Peachtree Corners,Mar 2024,2024-03-01,Multi-Family,0.0
Peachtree Corners,Mar 2024,2024-03-01,Single-Family,0.0
Peachtree Corners,Apr 2024,2024-04-01,Multi-Family,0.0
Peachtree Corners,Apr 2024,2024-04-01,Single-Family,0.0
Peachtree Corners,May 2024,2024-05-01,Multi-Family,0.0
Peachtree Corners,May 2024,2024-05-01,Single-Family,1.0
Peachtree Corners,Jun 2024,2024-06-01,Multi-Family,0.0
Peachtree Corners,Jun 2024,2024-06-01,Single-Family,1.0
Peachtree Corners,Jul 2024,2024-07-01,Multi-Family,0.0
Peachtree Corners,Jul 2024,2024-07-01,Single-Family,1.0
Peachtree Corners,Aug 2024,2024-08-01,Multi-Family,0.0
Peachtree Corners,Aug 2024,2024-08-01,Single-Family,2.0
Peachtree Corners,Sep 2024,2024-09-01,Multi-Family,0.0
Peachtree Corners,Sep 2024,2024-09-01,Single-Family,0.0
Pine Lake,Apr 2023,2023-04-01,Multi-Family,0.0
Pine Lake,Apr 2023,2023-04-01,Single-Family,0.0
Pine Lake,May 2023,2023-05-01,Multi-Family,0.0
Pine Lake,May 2023,2023-05-01,Single-Family,0.0
Pine Lake,Jun 2023,2023-06-01,Multi-Family,0.0
Pine Lake,Jun 2023,2023-06-01,Single-Family,0.0
Pine Lake,Jul 2023,2023-07-01,Multi-Family,0.0
Pine Lake,Jul 2023,2023-07-01,Single-Family,0.0
Pine Lake,Aug 2023,2023-08-01,Multi-Family,0.0
Pine Lake,Aug 2023,2023-08-01,Single-Family,0.0
Pine Lake,Sep 2023,2023-09-01,Multi-Family,0.0
Pine Lake,Sep 2023,2023-09-01,Single-Family,0.0
Pine Lake,Oct 2023,2023-10-01,Multi-Family,0.0
Pine Lake,Oct 2023,2023-10-01,Single-Family,0.0
Pine Lake,Nov 2023,2023-11-01,Multi-Family,0.0
Pine Lake,Nov 2023,2023-11-01,Single-Family,0.0
Pine Lake,Dec 2023,2023-12-01,Multi-Family,0.0
Pine Lake,Dec 2023,2023-12-01,Single-Family,1.0
Pine Lake,Jan 2024,2024-01-01,Multi-Family,0.0
Pine Lake,Jan 2024,2024-01-01,Single-Family,0.0
Pine Lake,Feb 2024,2024-02-01,Multi-Family,0.0
Pine Lake,Feb 2024,2024-02-01,Single-Family,0.0
Pine Lake,Mar 2024,2024-03-01,Multi-Family,0.0
Pine Lake,Mar 2024,2024-03-01,Single-Family,0.0
Pine Lake,Apr 2024,2024-04-01,Multi-Family,0.0
Pine Lake,Apr 2024,2024-04-01,Single-Family,0.0
Pine Lake,May 2024,2024-05-01,Multi-Family,0.0
Pine Lake,May 2024,2024-05-01,Single-Family,1.0
Pine Lake,Jun 2024,2024-06-01,Multi-Family,0.0
Pine Lake,Jun 2024,2024-06-01,Single-Family,0.0
Pine Lake,Jul 2024,2024-07-01,Multi-Family,0.0
Pine Lake,Jul 2024,2024-07-01,Single-Family,0.0
Pine Lake,Aug 2024,2024-08-01,Multi-Family,0.0
Pine Lake,Aug 2024,2024-08-01,Single-Family,0.0
Pine Lake,Sep 2024,2024-09-01,Multi-Family,0.0
Pine Lake,Sep 2024,2024-09-01,Single-Family,0.0
Powder Springs,Apr 2023,2023-04-01,Multi-Family,0.0
Powder Springs,Apr 2023,2023-04-01,Single-Family,9.0
Powder Springs,May 2023,2023-05-01,Multi-Family,4.0
Powder Springs,May 2023,2023-05-01,Single-Family,7.0
Powder Springs,Jun 2023,2023-06-01,Multi-Family,4.0
Powder Springs,Jun 2023,2023-06-01,Single-Family,31.0
