county_name,date,month_year,year,Series,Permits
Rockdale,2023-09-01,Sep 2023,2023,Single-Family,95.0
Rockdale,2023-09-01,Sep 2023,2023,Multi-Family,0.0
Rockdale,2023-10-01,Oct 2023,2023,Single-Family,8.0
Rockdale,2023-10-01,Oct 2023,2023,Multi-Family,0.0
Rockdale,2023-11-01,Nov 2023,2023,Single-Family,5.0
Rockdale,2023-11-01,Nov 2023,2023,Multi-Family,0.0
Rockdale,2023-12-01,Dec 2023,2023,Single-Family,3.0
Rockdale,2023-12-01,Dec 2023,2023,Multi-Family,0.0
Rockdale,2024-01-01,Jan 2024,2024,Single-Family,45.0
Rockdale,2024-01-01,Jan 2024,2024,Multi-Family,0.0
Rockdale,2024-02-01,Feb 2024,2024,Single-Family,19.0
